date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,day,day_of_week,month,year,day_of_year,AQI_lag_1,AQI_lag_2,AQI_lag_3,AQI_lag_7,AQI_change_1d,AQI_change_3d,AQI_change_7d,AQI_rolling_mean_3,AQI_rolling_mean_7,PM2.5_rolling_mean_3,PM2.5_rolling_mean_7,PM10_rolling_mean_3,PM10_rolling_mean_7
2026-08-16,66.4410101010101,18.27857142857143,86.19714285714285,0.07571428571428572,0.4614285714285714,67.34857142857143,46.628571428571426,27.630000000000003,72.5,0.0,16,6,8,2026,228,,,,76.75,,,-10.308989898989907,,74.28125,,21.42083333333333,,49.73125
2026-08-17,68.65175505050505,20.40458333333333,90.66375,0.08625000000000001,0.49499999999999994,70.75958333333334,42.68208333333334,27.7425,76.375,0.26,17,0,8,2026,229,66.4410101010101,,,71.375,2.210744949494952,,-2.723244949494955,66.4410101010101,71.70400252525252,18.27857142857143,20.43422619047619,86.19714285714285,56.80241071428571
2026-08-18,69.43108011444922,20.864166666666666,86.97541666666666,0.10291666666666666,0.5333333333333333,71.66541666666667,34.69875,27.89375,76.625,0.12,18,1,8,2026,230,68.65175505050505,66.4410101010101,,74.41666666666667,0.7793250639441709,,-4.985586552217455,67.54638257575758,71.02319128787877,19.34157738095238,20.699955357142855,88.43044642857143,67.77772321428571
2026-08-19,68.73383417508418,20.105416666666667,90.82958333333333,0.10333333333333333,0.5766666666666667,67.53125,32.80041666666667,27.66375,78.625,0.21000000000000002,19,2,8,2026,231,69.43108011444922,68.65175505050505,66.4410101010101,74.58333333333333,-0.6972459393650325,2.2928240740740904,-5.849499158249145,68.17461508865479,69.77679464982442,19.84910714285714,20.118080357142855,87.9454365079365,77.02366071428571
2026-08-20,69.18706476530006,19.931176470588234,91.74529411764706,0.11058823529411765,0.5876470588235294,67.78176470588235,32.90764705882353,27.7625,79.375,0.36,20,3,8,2026,232,68.73383417508418,69.43108011444922,68.65175505050505,,0.4532305902158811,0.5353097147950194,,68.93888978001281,68.31441986026215,20.458055555555557,19.913184523809523,89.48958333333333,88.66647321428572
