date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,AQI_t+1,AQI_t+2,AQI_t+3,day,day_of_week,month,year,day_of_year,AQI_lag_1,AQI_lag_2,AQI_lag_3,AQI_lag_7,AQI_change_1d,AQI_change_3d,AQI_change_7d,AQI_rolling_mean_3,AQI_rolling_mean_7,PM2.5_rolling_mean_3,PM2.5_rolling_mean_7,PM10_rolling_mean_3,PM10_rolling_mean_7
2024-09-19,63.29166666666666,17.054166666666667,57.03333333333333,13.9875,7.295833333333333,221.41666666666663,62.083333333333336,28.22083333333333,79.625,0.0,64.75,67.16666666666667,73.95833333333333,19,3,9,2024,263,65.08333333333333,70.375,74.20833333333333,108.375,-1.7916666666666714,-10.916666666666671,-45.08333333333334,69.88888888888887,80.08928571428571,18.44305555555556,22.71547619047619,50.09305555555556,76.08869047619046
2024-09-20,64.75,16.679166666666667,53.35416666666666,12.65,6.245833333333334,220.04166666666663,60.04166666666666,28.229166666666668,80.45833333333333,0.0,67.16666666666667,73.95833333333333,73.25,20,4,9,2024,264,63.29166666666666,65.08333333333333,70.375,91.375,1.4583333333333428,-5.625,-26.625,66.24999999999999,73.64880952380952,16.98611111111111,19.963095238095235,52.175,59.61785714285715
2024-09-21,67.16666666666667,20.10833333333333,62.1125,9.220833333333331,5.179166666666666,197.2083333333333,59.458333333333336,28.34166666666667,75.375,0.0,73.95833333333333,73.25,70.66666666666667,21,5,9,2024,265,64.75,63.29166666666666,65.08333333333333,77.125,2.4166666666666714,2.083333333333343,-9.958333333333329,64.375,69.84523809523809,16.580555555555556,19.08809523809524,52.668055555555554,55.24047619047618
2024-09-22,73.95833333333333,22.25,70.82916666666667,8.854166666666666,4.925,195.79166666666663,60.958333333333336,28.48333333333333,72.75,0.0,73.25,70.66666666666667,69.29166666666667,22,6,9,2024,266,67.16666666666667,64.75,63.29166666666666,74.08333333333333,6.791666666666657,10.666666666666671,-0.125,65.06944444444444,68.42261904761905,17.947222222222223,18.636904761904763,57.5,53.48452380952381
2024-09-23,73.25,20.4375,62.325,8.637500000000001,4.858333333333333,197.25,61.125,28.8875,72.875,0.0,70.66666666666667,69.29166666666667,68.5,23,0,9,2024,267,73.95833333333333,67.16666666666667,64.75,74.20833333333333,-0.7083333333333286,8.5,-0.9583333333333286,68.625,68.4047619047619,19.679166666666664,18.77440476190477,62.098611111111104,56.2297619047619
2024-09-24,70.66666666666667,19.5,55.5375,8.983333333333333,5.154166666666667,192.75,60.208333333333336,29.025,73.25,0.0,69.29166666666667,68.5,66.41666666666667,24,1,9,2024,268,73.25,73.95833333333333,67.16666666666667,70.375,-2.5833333333333286,3.5,0.2916666666666714,71.45833333333333,68.26785714285714,20.931944444444444,18.633333333333333,65.08888888888889,57.87797619047619
2024-09-25,69.29166666666667,18.695833333333333,43.43333333333334,10.575,5.5125,192.79166666666663,56.333333333333336,28.90416666666667,74.83333333333333,0.0,68.5,66.41666666666667,68.25,25,2,9,2024,269,70.66666666666667,73.25,73.95833333333333,65.08333333333333,-1.375,-4.666666666666657,4.208333333333343,72.625,68.30952380952381,20.729166666666668,18.8625,62.89722222222222,58.40119047619048
2024-09-26,68.5,18.65,47.775,10.866666666666667,5.3,200.0833333333333,55.29166666666666,29.1,74.41666666666667,0.0,66.41666666666667,68.25,65.625,26,3,9,2024,270,69.29166666666667,70.66666666666667,73.25,63.29166666666666,-0.7916666666666714,-4.75,5.208333333333343,71.06944444444446,68.91071428571429,19.544444444444444,19.24642857142857,53.76527777777778,57.80357142857143
2024-09-27,66.41666666666667,17.954166666666666,50.3125,8.404166666666667,4.445833333333334,179.70833333333334,52.79166666666666,29.125,75.70833333333333,0.0,68.25,65.625,62.125,27,4,9,2024,271,68.5,69.29166666666667,70.66666666666667,64.75,-2.0833333333333286,-4.25,1.6666666666666714,69.48611111111111,69.65476190476191,18.94861111111111,19.47440476190476,48.91527777777778,56.48095238095238
2024-09-28,68.25,17.8875,51.57916666666667,8.1875,4.2875000000000005,177.375,53.41666666666666,29.225,74.25,0.0,65.625,62.125,56.458333333333336,28,5,9,2024,272,66.41666666666667,68.5,69.29166666666667,67.16666666666667,1.8333333333333288,-1.0416666666666714,1.0833333333333286,68.06944444444446,69.89285714285715,18.433333333333334,19.656547619047625,47.17361111111112,56.04642857142856
2024-09-29,65.625,17.154166666666665,64.3,9.841666666666669,5.058333333333334,182.29166666666663,53.208333333333336,28.754166666666663,74.41666666666667,0.0,62.125,56.458333333333336,55.25,29,6,9,2024,273,68.25,66.41666666666667,68.5,73.95833333333333,-2.625,-2.875,-8.333333333333329,67.72222222222223,70.04761904761905,18.163888888888888,19.339285714285715,49.88888888888889,54.54166666666666
2024-09-30,62.125,13.391666666666666,33.237500000000004,10.295833333333333,5.116666666666666,177.79166666666666,49.375,28.77916666666667,75.29166666666667,0.0,56.458333333333336,55.25,59.083333333333336,30,0,9,2024,274,65.625,68.25,66.41666666666667,73.25,-3.5,-4.291666666666671,-11.125,66.7638888888889,68.85714285714286,17.665277777777778,18.611309523809524,55.39722222222222,53.60892857142857
2024-10-01,56.458333333333336,11.529166666666669,24.541666666666668,10.458333333333334,4.691666666666666,204.0,47.375,28.933333333333334,77.16666666666667,0.0,55.25,59.083333333333336,60.333333333333336,1,1,10,2024,275,62.125,65.625,68.25,70.66666666666667,-5.666666666666664,-11.791666666666664,-14.208333333333336,65.33333333333333,67.26785714285714,16.144444444444442,17.604761904761904,49.70555555555556,49.45357142857143
2024-10-02,55.25,12.8625,28.666666666666668,9.520833333333334,4.504166666666666,197.41666666666663,49.583333333333336,28.9,78.95833333333333,0.0,59.083333333333336,60.333333333333336,62.66666666666666,2,2,10,2024,276,56.458333333333336,62.125,65.625,69.29166666666667,-1.2083333333333357,-10.375,-14.041666666666671,61.40277777777778,65.23809523809524,14.025,16.46607142857143,40.69305555555555,45.02559523809525
2024-10-03,59.083333333333336,13.879166666666668,32.02916666666667,7.866666666666667,3.9583333333333335,191.66666666666663,52.833333333333336,28.78333333333333,78.79166666666667,0.0,60.333333333333336,62.66666666666666,63.125,3,3,10,2024,277,55.25,56.458333333333336,62.125,68.5,3.833333333333336,-3.0416666666666643,-9.416666666666664,57.94444444444445,63.23214285714285,12.594444444444443,15.632738095238096,28.81527777777778,42.91607142857144
2024-10-04,60.333333333333336,15.458333333333334,35.050000000000004,7.279166666666666,3.704166666666667,180.875,51.333333333333336,28.691666666666663,79.70833333333333,0.0,62.66666666666666,63.125,69.25,4,4,10,2024,278,59.083333333333336,55.25,56.458333333333336,66.41666666666667,1.25,3.875,-6.083333333333336,56.93055555555557,61.88690476190476,12.756944444444445,14.951190476190476,28.412500000000005,40.66666666666666
2024-10-05,62.66666666666666,15.479166666666666,39.520833333333336,8.862499999999999,4.375,175.95833333333334,49.875,28.691666666666663,78.45833333333333,0.0,63.125,69.25,76.45833333333333,5,5,10,2024,279,60.333333333333336,59.083333333333336,55.25,68.25,2.333333333333321,7.416666666666657,-5.583333333333343,58.22222222222223,61.017857142857146,14.066666666666668,14.594642857142857,31.915277777777774,38.48630952380952
